date,dOY,year,site,temperature,airTemp,rain
8/3/2010,215,2010,bp1,23.27421296,22.42838383,NA
8/4/2010,216,2010,bp1,23.54909722,24.96472078,NA
8/5/2010,217,2010,bp1,23.44902778,25.2706697,NA
8/6/2010,218,2010,bp1,22.88423611,22.68583275,NA
8/7/2010,219,2010,bp1,21.52523148,19.86456554,NA
8/8/2010,220,2010,bp1,21.33384259,21.18504876,NA
8/9/2010,221,2010,bp1,22.23011574,24.53076591,NA
8/10/2010,222,2010,bp1,22.24199074,24.08895486,NA
8/11/2010,223,2010,bp1,21.84145833,24.261352,NA
8/12/2010,224,2010,bp1,21.23884259,20.50732465,NA
8/13/2010,225,2010,bp1,21.1131713,19.95154109,NA
8/14/2010,226,2010,bp1,20.46050926,20.06562124,NA
8/15/2010,227,2010,bp1,19.31666667,18.96881366,NA
8/16/2010,228,2010,bp1,20.30738426,22.18646528,NA
8/17/2010,229,2010,bp1,20.89099537,21.54325101,NA
8/18/2010,230,2010,bp1,20.061875,19.76019054,NA
8/19/2010,231,2010,bp1,20.03884259,20.27895544,NA
8/20/2010,232,2010,bp1,20.08541667,21.02379181,NA
8/21/2010,233,2010,bp1,18.74805556,19.0119213,NA
8/22/2010,234,2010,bp1,20.354375,20.34392188,NA
8/23/2010,235,2010,bp1,20.21865741,17.30599334,NA
8/24/2010,236,2010,bp1,20.20921296,16.92257407,NA
8/25/2010,237,2010,bp1,20.12671296,17.6366875,NA
8/26/2010,238,2010,bp1,21.07386574,17.6599145,NA
8/27/2010,239,2010,bp1,20.7662037,15.38546296,NA
8/28/2010,240,2010,bp1,21.56541667,16.34800694,NA
8/29/2010,241,2010,bp1,22.43962963,18.88133637,NA
8/30/2010,242,2010,bp1,23.35240741,20.46050608,NA
8/31/2010,243,2010,bp1,23.97456019,22.11824378,NA
9/1/2010,244,2010,bp1,24.52726852,22.30970457,NA
9/2/2010,245,2010,bp1,24.72344907,23.38665466,NA
9/3/2010,246,2010,bp1,23.61849537,22.11325723,NA
9/4/2010,247,2010,bp1,21.49997685,19.34616623,NA
9/5/2010,248,2010,bp1,18.90969907,14.86946875,NA
9/6/2010,249,2010,bp1,18.32636574,15.36848683,NA
9/7/2010,250,2010,bp1,19.29111111,21.09435069,NA
9/8/2010,251,2010,bp1,19.72208333,22.1450855,NA
9/9/2010,252,2010,bp1,18.05814815,16.71877503,NA
9/10/2010,253,2010,bp1,17.30173611,16.08631337,NA
9/11/2010,254,2010,bp1,16.55770833,15.86459983,NA
9/12/2010,255,2010,bp1,16.35858796,14.27730932,NA
9/13/2010,256,2010,bp1,17.39395833,15.37171137,NA
9/14/2010,257,2010,bp1,17.36337963,14.03321094,NA
9/15/2010,258,2010,bp1,16.37569444,12.57363932,NA
9/16/2010,259,2010,bp1,15.58400463,12.60203125,NA
9/17/2010,260,2010,bp1,16.83280093,15.28437666,NA
9/18/2010,261,2010,bp1,16.26858796,13.5090395,NA
9/19/2010,262,2010,bp1,16.56287037,15.88575535,NA
9/20/2010,263,2010,bp1,16.10481481,14.58253501,NA
9/21/2010,264,2010,bp1,14.72354167,12.81786538,NA
9/22/2010,265,2010,bp1,15.61331019,18.17100767,NA
9/23/2010,266,2010,bp1,16.96268519,18.64399089,NA
9/24/2010,267,2010,bp1,17.5494213,20.95133044,NA
9/25/2010,268,2010,bp1,17.66490741,22.18561936,NA
9/26/2010,269,2010,bp1,16.31277778,15.43660098,NA
9/27/2010,270,2010,bp1,16.31708333,15.79996846,NA
9/28/2010,271,2010,bp1,17.56953704,19.60869907,NA
9/29/2010,272,2010,bp1,17.21858796,15.9841807,NA
9/30/2010,273,2010,bp1,17.73699074,18.54754543,NA
10/1/2010,274,2010,bp1,17.79736111,14.18377517,NA
10/2/2010,275,2010,bp1,15.87104167,10.72862543,NA
10/3/2010,276,2010,bp1,15.73224537,10.49907841,NA
10/4/2010,277,2010,bp1,15.22944444,9.135568866,NA
10/5/2010,278,2010,bp1,14.51199074,10.48893432,NA
10/6/2010,279,2010,bp1,15.19108796,11.42156149,NA
10/7/2010,280,2010,bp1,15.66803241,12.49919734,NA
10/8/2010,281,2010,bp1,15.54050926,12.05345898,NA
10/9/2010,282,2010,bp1,15.85347222,12.39904152,NA
10/10/2010,283,2010,bp1,14.74888889,9.519935981,NA
10/11/2010,284,2010,bp1,15.14736111,13.50291435,NA
10/12/2010,285,2010,bp1,15.72634259,13.41586256,NA
10/13/2010,286,2010,bp1,14.8693287,7.986052662,NA
10/14/2010,287,2010,bp1,13.99377315,7.352677807,NA
10/15/2010,288,2010,bp1,13.15430556,9.036641927,NA
10/16/2010,289,2010,bp1,12.4774537,9.644791522,NA
10/17/2010,290,2010,bp1,12.20631944,9.217015046,NA
10/18/2010,291,2010,bp1,12.24240741,8.518908275,NA
10/19/2010,292,2010,bp1,12.26303241,8.915075483,NA
10/20/2010,293,2010,bp1,11.99793981,6.654183818,NA
10/21/2010,294,2010,bp1,11.8725,8.862598536,NA
10/22/2010,295,2010,bp1,10.96155093,5.892492023,NA
10/23/2010,296,2010,bp1,10.38092593,7.845144989,NA
10/24/2010,297,2010,bp1,11.79048611,12.47685826,NA
10/25/2010,298,2010,bp1,12.57634259,14.4421215,NA
10/26/2010,299,2010,bp1,14.35469907,16.62602962,NA
10/27/2010,300,2010,bp1,15.86604167,16.73558152,NA
10/28/2010,301,2010,bp1,15.1187037,13.36612902,NA
10/29/2010,302,2010,bp1,13.63493056,8.344754207,NA
10/30/2010,303,2010,bp1,11.55331019,6.379186374,NA
10/31/2010,304,2010,bp1,10.52796296,6.03497083,NA
11/1/2010,305,2010,bp1,9.35287037,2.771705143,NA
11/2/2010,306,2010,bp1,8.84212963,1.93031555,NA
11/3/2010,307,2010,bp1,8.618310185,2.804712134,NA
11/4/2010,308,2010,bp1,8.72662037,5.420097285,NA
11/5/2010,309,2010,bp1,8.954652778,5.502020927,NA
11/6/2010,310,2010,bp1,8.521527778,3.109736299,NA
11/7/2010,311,2010,bp1,8.143009259,2.674121434,NA
11/8/2010,312,2010,bp1,7.490555556,3.764421453,NA
11/9/2010,313,2010,bp1,8.139861111,6.715174706,NA
11/10/2010,314,2010,bp1,9.518287037,8.326643831,NA
11/11/2010,315,2010,bp1,8.773055556,3.461018519,NA
11/12/2010,316,2010,bp1,8.104513889,2.816983233,NA
11/13/2010,317,2010,bp1,8.137476852,3.770077578,NA
11/14/2010,318,2010,bp1,8.025115741,4.962678616,NA
11/15/2010,319,2010,bp1,8.826643519,8.017881319,NA
11/16/2010,320,2010,bp1,9.30900463,8.83830737,NA
11/17/2010,321,2010,bp1,10.09631944,11.00936311,NA
11/18/2010,322,2010,bp1,9.162592593,6.205924205,NA
11/19/2010,323,2010,bp1,8.099375,1.860057479,NA
11/20/2010,324,2010,bp1,7.205138889,3.431100163,NA
11/21/2010,325,2010,bp1,6.92587963,2.393193975,NA
11/22/2010,326,2010,bp1,7.822546296,7.562276339,NA
11/23/2010,327,2010,bp1,8.387152778,8.207018425,NA
11/24/2010,328,2010,bp1,7.727152778,4.555473911,NA
11/25/2010,329,2010,bp1,7.022685185,1.472254129,NA
11/26/2010,330,2010,bp1,6.981412037,3.635234297,NA
11/27/2010,331,2010,bp1,5.995439815,0.872455268,NA
11/28/2010,332,2010,bp1,5.351643519,0.002267033,NA
11/29/2010,333,2010,bp1,4.858194444,-0.963096378,NA
11/30/2010,334,2010,bp1,5.728263889,5.222346096,NA
12/1/2010,335,2010,bp1,8.518935185,9.252030781,NA
12/2/2010,336,2010,bp1,6.673796296,0.797083646,NA
12/3/2010,337,2010,bp1,5.720648148,-0.150011261,NA
12/4/2010,338,2010,bp1,4.641157407,-0.867130724,NA
12/5/2010,339,2010,bp1,4.247800926,-1.791418137,NA
12/6/2010,340,2010,bp1,3.725162037,-1.544664665,NA
12/7/2010,341,2010,bp1,3.389606481,-1.318603291,NA
12/8/2010,342,2010,bp1,2.910578704,-3.374616022,NA
12/9/2010,343,2010,bp1,3.496712963,-5.548170514,NA
12/10/2010,344,2010,bp1,3.79224537,-4.950325013,NA
12/11/2010,345,2010,bp1,4.151689815,-1.358640046,NA
12/12/2010,346,2010,bp1,4.222916667,4.076229354,NA
12/13/2010,347,2010,bp1,4.032314815,-0.137171859,NA
12/14/2010,348,2010,bp1,2.623819444,-6.22558496,NA
12/15/2010,349,2010,bp1,2.525023148,-5.504084084,NA
12/16/2010,350,2010,bp1,3.335162037,-5.145217248,NA
12/17/2010,351,2010,bp1,3.639513889,-4.960010948,NA
12/18/2010,352,2010,bp1,3.918472222,-4.643489271,NA
12/19/2010,353,2010,bp1,3.939837963,-4.996514327,NA
12/20/2010,354,2010,bp1,3.920115741,-3.805114177,NA
12/21/2010,355,2010,bp1,4.058263889,-2.40153857,NA
12/22/2010,356,2010,bp1,4.111921296,-1.807991898,NA
12/23/2010,357,2010,bp1,4.109606481,-1.987191567,NA
12/24/2010,358,2010,bp1,4.195162037,-2.288109359,NA
12/25/2010,359,2010,bp1,4.094375,-3.315770302,NA
12/26/2010,360,2010,bp1,3.783402778,-4.532910723,NA
12/27/2010,361,2010,bp1,2.970324074,-5.506500876,NA
12/28/2010,362,2010,bp1,3.156319444,-2.200746059,NA
12/29/2010,363,2010,bp1,3.89,-1.338843218,NA
12/30/2010,364,2010,bp1,3.774837963,-3.890834585,NA
12/31/2010,365,2010,bp1,3.992037037,-0.700332676,NA
1/1/2011,1,2011,bp1,4.189884259,1.80836657,NA
1/2/2011,2,2011,bp1,4.40787037,3.684178084,NA
1/3/2011,3,2011,bp1,3.984675926,-2.639556119,NA
1/4/2011,4,2011,bp1,3.953078704,-2.214347942,NA
1/5/2011,5,2011,bp1,3.811736111,-1.949545796,NA
1/6/2011,6,2011,bp1,3.647800926,-4.588831957,NA
1/7/2011,7,2011,bp1,3.444259259,-4.146135354,NA
1/8/2011,8,2011,bp1,3.137731481,-6.463482545,NA
1/9/2011,9,2011,bp1,3.23724537,-4.366393894,NA
1/10/2011,10,2011,bp1,3.276527778,-4.389077359,NA
1/11/2011,11,2011,bp1,3.394537037,-4.316455987,NA
1/12/2011,12,2011,bp1,2.977685185,-4.728148461,NA
1/13/2011,13,2011,bp1,2.763125,-5.533476836,NA
1/14/2011,14,2011,bp1,2.969444444,-6.301852399,NA
1/15/2011,15,2011,bp1,2.978263889,-5.274301176,NA
1/16/2011,16,2011,bp1,3.080185185,-3.620566269,NA
1/17/2011,17,2011,bp1,3.092546296,-5.451029232,NA
1/18/2011,18,2011,bp1,2.818078704,-2.868807558,NA
1/19/2011,19,2011,bp1,3.25599537,0.152651089,NA
1/20/2011,20,2011,bp1,3.451180556,-2.881309747,NA
1/21/2011,21,2011,bp1,3.217569444,-4.949232279,NA
1/22/2011,22,2011,bp1,3.008958333,-7.965240709,NA
1/23/2011,23,2011,bp1,2.903657407,-8.68723583,NA
1/24/2011,24,2011,bp1,3.159861111,-9.118839621,NA
1/25/2011,25,2011,bp1,3.530162037,-4.43890234,NA
1/26/2011,26,2011,bp1,3.728472222,-3.22945289,NA
1/27/2011,27,2011,bp1,3.870856481,-1.898874187,NA
1/28/2011,28,2011,bp1,3.940787037,-3.737372372,NA
1/29/2011,29,2011,bp1,4.00837963,-3.582403966,NA
1/30/2011,30,2011,bp1,4.013912037,-2.999332692,NA
1/31/2011,31,2011,bp1,3.89037037,-5.566086712,NA
2/1/2011,32,2011,bp1,3.555462963,-5.612525963,NA
2/2/2011,33,2011,bp1,3.106435185,-2.600041917,NA
2/3/2011,34,2011,bp1,3.722523148,-3.804459147,NA
2/4/2011,35,2011,bp1,3.825416667,-5.423660145,NA
2/5/2011,36,2011,bp1,3.908055556,-2.808327077,NA
2/6/2011,37,2011,bp1,4.107361111,1.416439486,NA
2/7/2011,38,2011,bp1,4.121782407,-0.147652027,NA
2/8/2011,39,2011,bp1,4.16525463,-2.131916604,NA
2/9/2011,40,2011,bp1,3.675925926,-5.58766235,NA
2/10/2011,41,2011,bp1,3.861828704,-5.632813047,NA
2/11/2011,42,2011,bp1,3.814282407,-5.858038273,NA
2/12/2011,43,2011,bp1,3.870277778,-3.343550269,NA
2/13/2011,44,2011,bp1,3.88650463,-0.997603854,NA
2/14/2011,45,2011,bp1,4.220810185,4.698411224,NA
2/15/2011,46,2011,bp1,4.103773148,-2.789244479,NA
2/16/2011,47,2011,bp1,4.128935185,-0.836983781,NA
2/17/2011,48,2011,bp1,4.579375,3.316820883,NA
2/18/2011,49,2011,bp1,6.171319444,6.236587212,NA
2/19/2011,50,2011,bp1,5.570023148,0.747338276,NA
2/20/2011,51,2011,bp1,3.782916667,-2.113683996,NA
2/21/2011,52,2011,bp1,3.166111111,-2.448875594,NA
2/22/2011,53,2011,bp1,3.458634259,-3.991432995,NA
2/23/2011,54,2011,bp1,4.314305556,-3.393738426,NA
2/24/2011,55,2011,bp1,4.202037037,-1.766293559,NA
2/25/2011,56,2011,bp1,4.317893519,0.471371371,NA
2/26/2011,57,2011,bp1,2.990439815,-0.168112175,NA
2/27/2011,58,2011,bp1,4.347037037,2.42627612,NA
2/28/2011,59,2011,bp1,3.855439815,3.171941473,NA
3/1/2011,60,2011,bp1,3.336342593,0.698587963,NA
3/2/2011,61,2011,bp1,3.521527778,0.705502221,NA
3/3/2011,62,2011,bp1,3.290856481,-3.978049221,NA
3/4/2011,63,2011,bp1,3.903032407,-0.541714058,NA
3/5/2011,64,2011,bp1,5.248564815,5.605397429,NA
3/6/2011,65,2011,bp1,5.555949074,6.777498123,NA
3/7/2011,66,2011,bp1,2.344722222,0.751038304,NA
3/8/2011,67,2011,bp1,2.193935185,0.411136058,NA
3/9/2011,68,2011,bp1,2.722199074,0.55761011,NA
3/10/2011,69,2011,bp1,3.474074074,4.247965465,NA
3/11/2011,70,2011,bp1,3.678611111,6.432737425,NA
3/12/2011,71,2011,bp1,3.289675926,5.258783549,NA
3/13/2011,72,2011,bp1,3.483078704,4.728641406,NA
3/14/2011,73,2011,bp1,3.617013889,2.639128034,NA
3/15/2011,74,2011,bp1,3.930694444,2.281986831,NA
3/16/2011,75,2011,bp1,5.148009259,5.547130568,NA
3/17/2011,76,2011,bp1,6.734143519,9.355051223,NA
3/18/2011,77,2011,bp1,7.772430556,13.57055649,NA
3/19/2011,78,2011,bp1,7.145925926,5.368355387,NA
3/20/2011,79,2011,bp1,5.860416667,2.589418325,NA
3/21/2011,80,2011,bp1,5.573888889,1.719386887,NA
3/22/2011,81,2011,bp1,5.992893519,3.464964652,NA
3/23/2011,82,2011,bp1,5.679398148,-0.042010135,NA
3/24/2011,83,2011,bp1,4.96900463,0.058665932,NA
3/25/2011,84,2011,bp1,5.96349537,-1.345478134,NA
3/26/2011,85,2011,bp1,6.199560185,-1.877814924,NA
3/27/2011,86,2011,bp1,6.714768519,-0.684784003,NA
3/28/2011,87,2011,bp1,6.743287037,-0.158628785,NA
3/29/2011,88,2011,bp1,7.424675926,1.472452296,NA
3/30/2011,89,2011,bp1,8.346967593,3.775583474,NA
3/31/2011,90,2011,bp1,8.605601852,2.638118744,NA
4/1/2011,91,2011,bp1,7.204467593,2.187556619,NA
4/2/2011,92,2011,bp1,7.404398148,4.717050801,NA
4/3/2011,93,2011,bp1,9.045949074,6.744036516,NA
4/4/2011,94,2011,bp1,9.798240741,8.328508413,NA
4/5/2011,95,2011,bp1,9.440115741,6.558564996,NA
4/6/2011,96,2011,bp1,8.402592593,4.362855903,NA
4/7/2011,97,2011,bp1,9.073564815,4.342406322,NA
4/8/2011,98,2011,bp1,8.508564815,3.963253762,NA
4/9/2011,99,2011,bp1,9.891180556,8.72402181,NA
4/10/2011,100,2011,bp1,11.335,10.29803747,NA
4/11/2011,101,2011,bp1,13.03736111,17.17557545,NA
4/12/2011,102,2011,bp1,14.11134259,10.67561162,NA
4/13/2011,103,2011,bp1,10.99946759,7.026641348,NA
4/14/2011,104,2011,bp1,12.22583333,12.36222096,NA
4/15/2011,105,2011,bp1,12.51953704,8.725100188,NA
4/16/2011,106,2011,bp1,10.40356481,5.723312355,NA
4/17/2011,107,2011,bp1,9.29662037,10.00714898,NA
4/18/2011,108,2011,bp1,8.9675,9.097737449,NA
4/19/2011,109,2011,bp1,9.112731481,6.653185041,NA
4/20/2011,110,2011,bp1,9.320625,9.96080259,NA
4/21/2011,111,2011,bp1,11.04990741,9.319564525,NA
4/22/2011,112,2011,bp1,10.10189815,4.851636285,NA
4/23/2011,113,2011,bp1,9.294166667,8.027359664,NA
4/24/2011,114,2011,bp1,11.36405093,14.89839609,NA
4/25/2011,115,2011,bp1,13.24175926,16.13637514,NA
4/26/2011,116,2011,bp1,15.93451389,21.77556478,NA
4/27/2011,117,2011,bp1,14.20398148,20.08549624,NA
4/28/2011,118,2011,bp1,13.78502315,19.20724392,NA
4/29/2011,119,2011,bp1,12.32608796,12.56854546,NA
4/30/2011,120,2011,bp1,11.22368056,12.76656196,NA
5/1/2011,121,2011,bp1,11.86502315,13.64684136,NA
5/2/2011,122,2011,bp1,12.56386574,14.17904731,NA
5/3/2011,123,2011,bp1,14.23333333,19.26407516,NA
5/4/2011,124,2011,bp1,14.31858796,9.466937211,NA
5/5/2011,125,2011,bp1,13.2805787,11.12250796,NA
5/6/2011,126,2011,bp1,13.74034722,12.20384549,NA
5/7/2011,127,2011,bp1,14.83587963,12.84408348,NA
5/8/2011,128,2011,bp1,14.7469213,12.73973126,NA
5/9/2011,129,2011,bp1,15.5762963,14.00945385,NA
5/10/2011,130,2011,bp1,16.55516204,14.47769025,NA
5/11/2011,131,2011,bp1,17.20893519,14.68644133,NA
5/12/2011,132,2011,bp1,18.75349537,16.52288809,NA
5/13/2011,133,2011,bp1,17.35752315,14.31730396,NA
5/14/2011,134,2011,bp1,16.17599537,14.64732639,NA
5/15/2011,135,2011,bp1,15.40268519,15.15490379,NA
5/16/2011,136,2011,bp1,14.89888889,14.21069227,NA
5/17/2011,137,2011,bp1,14.20756944,13.17553096,NA
5/18/2011,138,2011,bp1,14.69925926,15.18509259,NA
5/19/2011,139,2011,bp1,16.70423611,16.1693844,NA
5/20/2011,140,2011,bp1,15.30967593,14.86859122,NA
5/21/2011,141,2011,bp1,15.24347222,15.49949327,NA
5/22/2011,142,2011,bp1,15.56386574,14.00842593,NA
5/23/2011,143,2011,bp1,14.75039352,14.25663339,NA
5/24/2011,144,2011,bp1,15.50351852,18.12445023,NA
5/25/2011,145,2011,bp1,18.09347222,18.80577546,NA
5/26/2011,146,2011,bp1,19.6149537,21.13783782,NA
5/27/2011,147,2011,bp1,20.52076389,20.54153139,NA
5/28/2011,148,2011,bp1,20.95756944,21.94380317,NA
5/29/2011,149,2011,bp1,21.05856481,22.06267795,NA
5/30/2011,150,2011,bp1,21.99958333,22.38376447,NA
5/31/2011,151,2011,bp1,23.04030093,22.93817781,NA
6/1/2011,152,2011,bp1,23.23856481,24.02517397,NA
6/2/2011,153,2011,bp1,22.19400463,18.12291811,NA
6/3/2011,154,2011,bp1,20.58988426,15.10951787,NA
6/4/2011,155,2011,bp1,18.4069213,12.76846716,NA
6/5/2011,156,2011,bp1,17.28224537,15.34435113,NA
6/6/2011,157,2011,bp1,19.18402778,18.25386429,NA
6/7/2011,158,2011,bp1,20.29701389,19.93872866,NA
6/8/2011,159,2011,bp1,21.8724537,23.36494719,NA
6/9/2011,160,2011,bp1,23.08423611,23.56296658,NA
6/10/2011,161,2011,bp1,23.52826389,21.4616815,NA
6/11/2011,162,2011,bp1,21.77951389,18.14329572,NA
6/12/2011,163,2011,bp1,19.3650463,17.1407487,NA
6/13/2011,164,2011,bp1,18.77460648,15.07205006,NA
6/14/2011,165,2011,bp1,18.55358796,14.49809787,NA
6/15/2011,166,2011,bp1,19.22641204,15.23586516,NA
6/16/2011,167,2011,bp1,19.57238426,16.39172273,NA
6/17/2011,168,2011,bp1,20.06824074,17.92070313,NA
6/18/2011,169,2011,bp1,20.83375,18.66510851,NA
6/19/2011,170,2011,bp1,22.10597222,19.07433377,NA
6/20/2011,171,2011,bp1,22.31821759,18.88115488,NA
6/21/2011,172,2011,bp1,23.01895833,20.7865719,NA
6/22/2011,173,2011,bp1,22.8418287,21.03008391,NA
6/23/2011,174,2011,bp1,21.2744213,19.87885055,NA
6/24/2011,175,2011,bp1,19.28333333,19.20434353,NA
6/25/2011,176,2011,bp1,19.41185185,19.58274595,NA
6/26/2011,177,2011,bp1,20.12222222,17.6832053,NA
6/27/2011,178,2011,bp1,21.39594907,19.09170067,NA
6/28/2011,179,2011,bp1,21.60759259,20.27069589,NA
6/29/2011,180,2011,bp1,21.76136574,20.05034035,NA
6/30/2011,181,2011,bp1,21.13583333,18.41826317,NA
7/1/2011,182,2011,bp1,21.31208333,17.97161567,NA
7/2/2011,183,2011,bp1,21.8975,20.01895761,NA
7/3/2011,184,2011,bp1,20.53902778,19.30996021,NA
7/4/2011,185,2011,bp1,20.56775463,20.50639034,NA
7/5/2011,186,2011,bp1,21.37340278,19.5495327,NA
7/6/2011,187,2011,bp1,22.30409722,21.25657516,NA
7/7/2011,188,2011,bp1,23.13229167,22.27608543,NA
6/10/2010,161,2010,bp10,12.78634259,16.21177662,NA
6/11/2010,162,2010,bp10,12.74837963,15.56897299,NA
6/12/2010,163,2010,bp10,13.19375,19.42148592,NA
6/13/2010,164,2010,bp10,13.58310185,21.03987172,NA
6/14/2010,165,2010,bp10,13.4162037,19.59767631,NA
6/15/2010,166,2010,bp10,13.54259259,19.0680463,NA
6/16/2010,167,2010,bp10,13.42662037,17.72378935,NA
6/17/2010,168,2010,bp10,13.39537037,17.03074074,NA
6/18/2010,169,2010,bp10,13.3875,18.12077218,NA
6/19/2010,170,2010,bp10,13.70810185,20.32341763,NA
6/20/2010,171,2010,bp10,14.19143519,23.22506925,NA
6/21/2010,172,2010,bp10,14.17916667,21.37877739,NA
6/22/2010,173,2010,bp10,14.02800926,19.40470409,NA
6/23/2010,174,2010,bp10,14.45231481,22.3125841,NA
6/24/2010,175,2010,bp10,14.73981481,23.20974846,NA
6/25/2010,176,2010,bp10,14.62106481,21.15029475,NA
6/26/2010,177,2010,bp10,14.56898148,20.66489911,NA
6/27/2010,178,2010,bp10,14.80532407,22.27205941,NA
6/28/2010,179,2010,bp10,15.16064815,23.8506848,NA
6/29/2010,180,2010,bp10,15.19467593,22.37349653,NA
6/30/2010,181,2010,bp10,14.43981481,16.95331755,NA
7/1/2010,182,2010,bp10,13.9724537,15.94139077,NA
7/2/2010,183,2010,bp10,13.92222222,16.55594502,NA
7/3/2010,184,2010,bp10,14.22268519,19.02526678,NA
7/4/2010,185,2010,bp10,14.77384259,22.20516233,NA
7/5/2010,186,2010,bp10,15.14791667,23.67574306,NA
7/6/2010,187,2010,bp10,15.675,25.96713947,NA
7/7/2010,188,2010,bp10,15.99837963,26.79057031,NA
7/8/2010,189,2010,bp10,16.13125,25.23537413,NA
7/9/2010,190,2010,bp10,16.31666667,24.53800383,NA
7/10/2010,191,2010,bp10,16.02430556,21.48321875,NA
7/11/2010,192,2010,bp10,16.05231481,21.89391753,NA
7/12/2010,193,2010,bp10,15.74652778,20.54638137,NA
7/13/2010,194,2010,bp10,15.76967593,20.89276997,NA
7/14/2010,195,2010,bp10,15.73611111,21.5654702,NA
7/15/2010,196,2010,bp10,16.01157407,22.74893229,NA
7/16/2010,197,2010,bp10,16.4625,24.63081481,NA
7/17/2010,198,2010,bp10,16.65763889,24.09896181,NA
7/18/2010,199,2010,bp10,16.75717593,23.89807133,NA
7/19/2010,200,2010,bp10,16.58564815,21.98655845,NA
7/20/2010,201,2010,bp10,16.67939815,21.77302807,NA
7/21/2010,202,2010,bp10,16.96921296,23.35217419,NA
7/22/2010,203,2010,bp10,16.91736111,22.02825318,NA
7/23/2010,204,2010,bp10,16.58611111,21.01952199,NA
7/24/2010,205,2010,bp10,17.275,25.27102344,NA
7/25/2010,206,2010,bp10,17.20162037,22.72895573,NA
7/26/2010,207,2010,bp10,16.75810185,19.97341189,NA
7/27/2010,208,2010,bp10,16.55347222,20.15757624,NA
7/28/2010,209,2010,bp10,16.83703704,21.92269589,NA
